date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:10:48	29304/29304	---M-Z	200	added ('OK')	text/html	etag:%224e41b6f-7278-50e20af385440%22	http://bootstrapmaster.com/live/acme2/gallery.html	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/gallery.html	(from http://bootstrapmaster.com/live/acme2/)
13:10:48	64450/64450	---M-Z	200	added ('OK')	text/html	etag:%224e41a3c-fbc2-50e20af661b00%22	http://bootstrapmaster.com/live/acme2/table.html	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/table.html	(from http://bootstrapmaster.com/live/acme2/)
13:10:48	27658/27658	---M-Z	200	added ('OK')	text/html	etag:%224e41af3-6c0a-50e20af291200%22	http://bootstrapmaster.com/live/acme2/calendar.html	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/calendar.html	(from http://bootstrapmaster.com/live/acme2/)
13:10:49	27669/27669	---M-Z	200	added ('OK')	text/html	etag:%224e41b53-6c15-50e20af385440%22	http://bootstrapmaster.com/live/acme2/file-manager.html	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/file-manager.html	(from http://bootstrapmaster.com/live/acme2/)
13:10:49	56351/56351	---M-Z	200	added ('OK')	text/html	etag:%224e41b52-dc1f-50e20af479680%22	http://bootstrapmaster.com/live/acme2/icons-halflings.html	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/icons-halflings.html	(from http://bootstrapmaster.com/live/acme2/)
13:10:49	96449/96449	---M-Z	200	added ('OK')	text/html	etag:%224e41b09-178c1-50e20af479680%22	http://bootstrapmaster.com/live/acme2/icons-glyphicons-pro.html	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/icons-glyphicons-pro.html	(from http://bootstrapmaster.com/live/acme2/)
13:10:49	44575/44575	---M-Z	200	added ('OK')	text/html	etag:%224e41b78-ae1f-50e20af385440%22	http://bootstrapmaster.com/live/acme2/icons-filetypes.html	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/icons-filetypes.html	(from http://bootstrapmaster.com/live/acme2/)
13:10:50	34065/34065	---M-Z	200	added ('OK')	text/html	etag:%224e41b17-8511-50e20af479680%22	http://bootstrapmaster.com/live/acme2/icons-social.html	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/icons-social.html	(from http://bootstrapmaster.com/live/acme2/)
13:10:50	71892/71892	---M-Z	200	added ('OK')	text/html	etag:%224e41b0d-118d4-50e20af385440%22	http://bootstrapmaster.com/live/acme2/icons-font-awesome.html	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/icons-font-awesome.html	(from http://bootstrapmaster.com/live/acme2/)
13:10:51	520/520	---M--	200	added ('OK')	image/png	etag:%224ebd561-208-5005e4601c440%22	http://bootstrapmaster.com/live/acme2/assets/img/uparrow.png	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/img/uparrow.png	(from http://bootstrapmaster.com/live/acme2/)
13:10:51	528/528	---M--	200	added ('OK')	image/png	etag:%224ebd324-210-5005e454aa940%22	http://bootstrapmaster.com/live/acme2/assets/img/downarrow.png	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/img/downarrow.png	(from http://bootstrapmaster.com/live/acme2/)
13:10:52	7342/7342	---M--	200	added ('OK')	image/png	etag:%224ebd306-1cae-5005e453b6700%22	http://bootstrapmaster.com/live/acme2/assets/img/browser-chrome-big.png	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/img/browser-chrome-big.png	(from http://bootstrapmaster.com/live/acme2/)
13:10:52	5955/5955	---M--	200	added ('OK')	image/png	etag:%224ebd3fb-1743-5005e4587b240%22	http://bootstrapmaster.com/live/acme2/assets/img/browser-firefox-big.png	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/img/browser-firefox-big.png	(from http://bootstrapmaster.com/live/acme2/)
13:10:52	2815/2815	---M--	200	added ('OK')	image/png	etag:%224ebd465-aff-5005e45a636c0%22	http://bootstrapmaster.com/live/acme2/assets/img/browser-ie.png	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/img/browser-ie.png	(from http://bootstrapmaster.com/live/acme2/)
13:10:52	3374/3374	---M--	200	added ('OK')	image/png	etag:%224ebd3b8-d2e-5005e45692dc0%22	http://bootstrapmaster.com/live/acme2/assets/img/browser-safari.png	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/img/browser-safari.png	(from http://bootstrapmaster.com/live/acme2/)
13:10:53	2137/2137	---M--	200	added ('OK')	image/png	etag:%224ebd4ef-859-5005e45d3fd80%22	http://bootstrapmaster.com/live/acme2/assets/img/browser-opera.png	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/img/browser-opera.png	(from http://bootstrapmaster.com/live/acme2/)
13:10:54	7199/7199	---M-Z	200	added ('OK')	application/javascript	etag:%221143036-1c1f-5005e49954b40%22	http://bootstrapmaster.com/live/acme2/assets/js/jquery-migrate-1.2.1.min.js	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/js/jquery-migrate-1.2.1.min.js	(from http://bootstrapmaster.com/live/acme2/)
13:10:54	83614/83614	---M-Z	200	added ('OK')	application/javascript	etag:%224ebdec3-1469e-5005e49490000%22	http://bootstrapmaster.com/live/acme2/assets/js/jquery-2.1.0.min.js	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/js/jquery-2.1.0.min.js	(from http://bootstrapmaster.com/live/acme2/)
13:10:54	29110/29110	---M-Z	200	added ('OK')	application/javascript	etag:%224ebde65-71b6-5005e491b3940%22	http://bootstrapmaster.com/live/acme2/assets/js/bootstrap.min.js	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/js/bootstrap.min.js	(from http://bootstrapmaster.com/live/acme2/)
13:10:56	10473/10473	---M-Z	200	added ('OK')	application/javascript	etag:%224ebdfa1-28e9-5005e49584240%22	http://bootstrapmaster.com/live/acme2/assets/js/jquery.flot.pie.min.js	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/js/jquery.flot.pie.min.js	(from http://bootstrapmaster.com/live/acme2/)
13:10:57	2711/2711	---M-Z	200	added ('OK')	application/javascript	etag:%224ebde6d-a97-5005e491b3940%22	http://bootstrapmaster.com/live/acme2/assets/js/jquery.flot.stack.min.js	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/js/jquery.flot.stack.min.js	(from http://bootstrapmaster.com/live/acme2/)
13:10:57	43247/43247	---M-Z	200	added ('OK')	application/javascript	etag:%224ebdebf-a8ef-5005e4939bdc0%22	http://bootstrapmaster.com/live/acme2/assets/js/jquery.sparkline.min.js	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/js/jquery.sparkline.min.js	(from http://bootstrapmaster.com/live/acme2/)
13:10:57	36649/36649	---M-Z	200	added ('OK')	application/javascript	etag:%224ebde93-8f29-5005e492a7b80%22	http://bootstrapmaster.com/live/acme2/assets/js/jquery.flot.min.js	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/js/jquery.flot.min.js	(from http://bootstrapmaster.com/live/acme2/)
13:10:57	1880/1880	---M-Z	200	added ('OK')	application/javascript	etag:%224ebde43-758-5005e48fcb4c0%22	http://bootstrapmaster.com/live/acme2/assets/js/jquery.flot.resize.min.js	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/js/jquery.flot.resize.min.js	(from http://bootstrapmaster.com/live/acme2/)
13:10:58	4889/4889	---M-Z	200	added ('OK')	application/javascript	etag:%224ebde79-1319-5005e491b3940%22	http://bootstrapmaster.com/live/acme2/assets/js/jquery.flot.time.min.js	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/js/jquery.flot.time.min.js	(from http://bootstrapmaster.com/live/acme2/)
13:10:58	1326/1326	---M-Z	200	added ('OK')	application/javascript	etag:%224ebdeaa-52e-5005e492a7b80%22	http://bootstrapmaster.com/live/acme2/assets/js/retina.min.js	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/js/retina.min.js	(from http://bootstrapmaster.com/live/acme2/)
13:10:58	985/985	---M-Z	200	added ('OK')	application/javascript	etag:%221143010-3d9-5005e49860900%22	http://bootstrapmaster.com/live/acme2/assets/js/custom.min.js	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/js/custom.min.js	(from http://bootstrapmaster.com/live/acme2/)
13:10:59	9530/9530	---M-Z	200	added ('OK')	application/javascript	etag:%224ebdfa4-253a-5005e49584240%22	http://bootstrapmaster.com/live/acme2/assets/js/justgage.1.0.1.min.js	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/js/justgage.1.0.1.min.js	(from http://bootstrapmaster.com/live/acme2/)
13:10:59	5528/5528	---M-Z	200	added ('OK')	application/javascript	etag:%22114301d-1598-5005e49860900%22	http://bootstrapmaster.com/live/acme2/assets/js/core.min.js	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/js/core.min.js	(from http://bootstrapmaster.com/live/acme2/)
13:10:59	12901/12901	---M-Z	200	added ('OK')	application/javascript	etag:%221143079-3265-5005e49c31200%22	http://bootstrapmaster.com/live/acme2/assets/js/pages/index.js	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/js/pages/index.js	(from http://bootstrapmaster.com/live/acme2/)
13:11:00	228137/228137	---MCZ	200	added ('OK')	application/javascript	etag:%224ebdfe7-37b29-5005e4976c6c0%22	http://bootstrapmaster.com/live/acme2/assets/js/jquery-ui-1.10.3.custom.min.js	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/js/jquery-ui-1.10.3.custom.min.js	(from http://bootstrapmaster.com/live/acme2/)
13:11:02	91386/91386	---M-Z	200	added ('OK')	application/javascript	etag:%224ebde7d-164fa-5005e491b3940%22	http://bootstrapmaster.com/live/acme2/assets/js/raphael.min.js	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/js/raphael.min.js	(from http://bootstrapmaster.com/live/acme2/)
13:11:02	20335/20335	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224ebdce5-4f6f-5005e48b06980%22	http://bootstrapmaster.com/live/acme2/assets/fonts/glyphicons-halflings-regular.eot	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/fonts/glyphicons-halflings-regular.eot	(from http://bootstrapmaster.com/live/acme2/assets/css/bootstrap.min.css)
13:11:04	62927/62927	---M--	200	added ('OK')	image/svg+xml	etag:%224ebdce4-f5cf-5005e48b06980%22	http://bootstrapmaster.com/live/acme2/assets/fonts/glyphicons-halflings-regular.svg	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/fonts/glyphicons-halflings-regular.svg	(from http://bootstrapmaster.com/live/acme2/assets/css/bootstrap.min.css)
13:11:04	23320/23320	---M--	200	added ('OK')	application/x-font-woff	etag:%224ebdc7a-5b18-5005e4882a2c0%22	http://bootstrapmaster.com/live/acme2/assets/fonts/glyphicons-halflings-regular.woff	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/fonts/glyphicons-halflings-regular.woff	(from http://bootstrapmaster.com/live/acme2/assets/css/bootstrap.min.css)
13:11:04	20335/20335	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224ebdce5-4f6f-5005e48b06980%22	http://bootstrapmaster.com/live/acme2/assets/fonts/glyphicons-halflings-regular.eot?	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/fonts/glyphicons-halflings-regulard41d.eot	(from http://bootstrapmaster.com/live/acme2/assets/css/bootstrap.min.css)
13:11:05	32080/32080	---M-Z	200	added ('OK')	text/css	etag:%224e41bfe-7d50-5005e42ab4640%22	http://bootstrapmaster.com/live/acme2/assets/css/jquery-ui-1.10.3.custom.css	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/css/jquery-ui-1.10.3.custom.css	(from http://bootstrapmaster.com/live/acme2/assets/css/style.min.css)
13:11:05	11020/11020	---M-Z	200	added ('OK')	text/css	etag:%224e41d9b-2b0c-5005e43531f00%22	http://bootstrapmaster.com/live/acme2/assets/css/fullcalendar.css	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/css/fullcalendar.css	(from http://bootstrapmaster.com/live/acme2/assets/css/style.min.css)
13:11:05	13586/13586	---M-Z	200	added ('OK')	text/css	etag:%224e41ebe-3512-5005e439f6a40%22	http://bootstrapmaster.com/live/acme2/assets/css/chosen.css	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/css/chosen.css	(from http://bootstrapmaster.com/live/acme2/assets/css/style.min.css)
13:11:06	1409/1409	---M-Z	200	added ('OK')	text/css	etag:%224e41ced-581-5005e42f79180%22	http://bootstrapmaster.com/live/acme2/assets/css/jquery.cleditor.css	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/css/jquery.cleditor.css	(from http://bootstrapmaster.com/live/acme2/assets/css/style.min.css)
13:11:06	2116/2116	---M-Z	200	added ('OK')	text/css	etag:%224e41c97-844-5005e42d90d00%22	http://bootstrapmaster.com/live/acme2/assets/css/jquery.noty.css	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/css/jquery.noty.css	(from http://bootstrapmaster.com/live/acme2/assets/css/style.min.css)
13:11:06	41280/41280	---M--	200	added ('OK')	application/x-font-ttf	etag:%224ebdc49-a140-5005e48736080%22	http://bootstrapmaster.com/live/acme2/assets/fonts/glyphicons-halflings-regular.ttf	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/fonts/glyphicons-halflings-regular.ttf	(from http://bootstrapmaster.com/live/acme2/assets/css/bootstrap.min.css)
13:11:06	8752/8752	---M-Z	200	added ('OK')	text/css	etag:%224e41dc7-2230-5005e43531f00%22	http://bootstrapmaster.com/live/acme2/assets/css/noty_theme_default.css	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/css/noty_theme_default.css	(from http://bootstrapmaster.com/live/acme2/assets/css/style.min.css)
13:11:06	29647/29647	---M-Z	200	added ('OK')	text/css	etag:%224e41d27-73cf-5005e43161600%22	http://bootstrapmaster.com/live/acme2/assets/css/elfinder.min.css	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/css/elfinder.min.css	(from http://bootstrapmaster.com/live/acme2/assets/css/style.min.css)
13:11:07	1825/1825	---M-Z	200	added ('OK')	text/css	etag:%224e41caf-721-5005e42e84f40%22	http://bootstrapmaster.com/live/acme2/assets/css/elfinder.theme.css	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/css/elfinder.theme.css	(from http://bootstrapmaster.com/live/acme2/assets/css/style.min.css)
13:11:07	2452/2452	---M-Z	200	added ('OK')	text/css	etag:%224e41c3f-994-5005e42ba8880%22	http://bootstrapmaster.com/live/acme2/assets/css/uploadify.css	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/css/uploadify.css	(from http://bootstrapmaster.com/live/acme2/assets/css/style.min.css)
13:11:07	2242/2242	---M-Z	200	added ('OK')	text/css	etag:%224e41ce5-8c2-5005e42f79180%22	http://bootstrapmaster.com/live/acme2/assets/css/jquery.gritter.css	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/css/jquery.gritter.css	(from http://bootstrapmaster.com/live/acme2/assets/css/style.min.css)
13:11:07	17780/17780	---M-Z	200	added ('OK')	text/css	etag:%224e41c01-4574-5005e42ab4640%22	http://bootstrapmaster.com/live/acme2/assets/css/font-awesome.min.css	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/css/font-awesome.min.css	(from http://bootstrapmaster.com/live/acme2/assets/css/style.min.css)
13:11:08	37782/37782	---M-Z	200	added ('OK')	text/css	etag:%224e41d05-9396-5005e42f79180%22	http://bootstrapmaster.com/live/acme2/assets/css/font-awesome-ie7.min.css	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/css/font-awesome-ie7.min.css	(from http://bootstrapmaster.com/live/acme2/assets/css/style.min.css)
13:11:08	58958/58958	---M-Z	200	added ('OK')	text/css	etag:%224e41c04-e64e-5005e42ba8880%22	http://bootstrapmaster.com/live/acme2/assets/css/glyphicons.css	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/css/glyphicons.css	(from http://bootstrapmaster.com/live/acme2/assets/css/style.min.css)
13:11:09	25617/25617	---M-Z	200	added ('OK')	text/css	etag:%224e41d25-6411-5005e43161600%22	http://bootstrapmaster.com/live/acme2/assets/css/halflings.css	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/css/halflings.css	(from http://bootstrapmaster.com/live/acme2/assets/css/style.min.css)
